task,episode,step,colliding_geom
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,169,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,169,glazed_rim_porcelain_ramekin_1_g2
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,169,akita_black_bowl_1_g33
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,170,glazed_rim_porcelain_ramekin_1_g9
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,170,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,170,glazed_rim_porcelain_ramekin_1_g2
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,170,akita_black_bowl_1_g33
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,171,glazed_rim_porcelain_ramekin_1_g9
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,171,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,171,glazed_rim_porcelain_ramekin_1_g2
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,171,akita_black_bowl_1_g33
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,172,glazed_rim_porcelain_ramekin_1_g9
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,172,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,172,glazed_rim_porcelain_ramekin_1_g2
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,172,akita_black_bowl_1_g33
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,173,glazed_rim_porcelain_ramekin_1_g9
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,173,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,173,glazed_rim_porcelain_ramekin_1_g2
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,173,akita_black_bowl_1_g33
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,174,glazed_rim_porcelain_ramekin_1_g9
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,174,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,174,glazed_rim_porcelain_ramekin_1_g2
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,174,akita_black_bowl_1_g33
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,175,glazed_rim_porcelain_ramekin_1_g9
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,175,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,175,glazed_rim_porcelain_ramekin_1_g2
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,175,akita_black_bowl_1_g33
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,176,glazed_rim_porcelain_ramekin_1_g9
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,176,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,176,glazed_rim_porcelain_ramekin_1_g2
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,176,akita_black_bowl_1_g33
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,177,glazed_rim_porcelain_ramekin_1_g9
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,177,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,177,glazed_rim_porcelain_ramekin_1_g2
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,177,akita_black_bowl_1_g33
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,178,glazed_rim_porcelain_ramekin_1_g9
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,178,glazed_rim_porcelain_ramekin_1_g2
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,179,glazed_rim_porcelain_ramekin_1_g9
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,179,glazed_rim_porcelain_ramekin_1_g2
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,179,akita_black_bowl_1_g32
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,180,glazed_rim_porcelain_ramekin_1_g9
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,180,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,180,glazed_rim_porcelain_ramekin_1_g2
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,181,glazed_rim_porcelain_ramekin_1_g9
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,181,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,181,glazed_rim_porcelain_ramekin_1_g2
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,181,glazed_rim_porcelain_ramekin_1_g7
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,182,glazed_rim_porcelain_ramekin_1_g9
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,182,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,182,glazed_rim_porcelain_ramekin_1_g2
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,182,glazed_rim_porcelain_ramekin_1_g7
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,183,glazed_rim_porcelain_ramekin_1_g9
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,183,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,183,glazed_rim_porcelain_ramekin_1_g2
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,183,glazed_rim_porcelain_ramekin_1_g7
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,184,glazed_rim_porcelain_ramekin_1_g9
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,184,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,184,glazed_rim_porcelain_ramekin_1_g7
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,185,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,185,glazed_rim_porcelain_ramekin_1_g6
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,185,glazed_rim_porcelain_ramekin_1_g5
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,185,glazed_rim_porcelain_ramekin_1_g7
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,186,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,186,glazed_rim_porcelain_ramekin_1_g6
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,186,glazed_rim_porcelain_ramekin_1_g5
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,186,glazed_rim_porcelain_ramekin_1_g7
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,187,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,187,glazed_rim_porcelain_ramekin_1_g6
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,187,glazed_rim_porcelain_ramekin_1_g5
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,187,glazed_rim_porcelain_ramekin_1_g7
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,188,glazed_rim_porcelain_ramekin_1_g8
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,188,glazed_rim_porcelain_ramekin_1_g6
"Task(name='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate', language='pick up the black bowl from table center and place it on the plate', problem='Libero', problem_folder='libero_spatial', bddl_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl', init_states_file='pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.pruned_init')",19,188,glazed_rim_porcelain_ramekin_1_g5
